location_id,month,hour,temperature (C degree),humidity (%),pressure (hPa),cloudcover (%),windspeed (km/h),season_encoded,day_night_encoded,precipitation (mm)
8,6,17,30.3,72,1005.3,93,12.8,1,0,1.1
8,5,22,28.1,84,1008.1,100,9.6,1,1,0.2
3,12,19,25.6,70,1009.9,6,10.0,0,1,0.0
4,2,9,29.8,50,1013.2,12,12.3,0,0,0.0
8,2,10,29.3,67,1014.1,100,7.6,0,0,0.1
3,12,1,25.4,75,1009.2,100,9.9,0,1,0.0
1,2,1,24.9,85,1011.8,99,4.6,0,1,0.0
8,7,9,29.5,81,1007.9,88,8.3,1,0,0.1
6,9,8,26.8,89,1012.3,100,5.8,1,0,0.2
8,2,18,27.8,54,1007.3,98,5.8,0,1,0.0
8,4,3,24.8,92,1010.1,7,10.1,0,1,0.0
1,6,12,29.0,75,1010.0,49,17.1,1,0,1.2
5,10,23,26.0,93,1012.9,100,2.7,1,1,0.0
1,11,9,27.9,80,1011.7,70,7.7,1,0,0.0
8,1,19,28.3,62,1012.5,95,16.0,0,1,0.0
8,8,16,30.2,74,1004.7,100,14.9,1,0,0.4
1,12,13,29.1,76,1008.3,100,6.4,0,0,0.0
8,4,21,29.6,65,1007.5,96,12.6,0,1,0.0
5,10,12,28.9,75,1007.3,99,11.0,1,0,0.1
1,2,16,27.6,72,1010.6,88,24.5,0,0,0.0
2,8,21,26.8,93,1010.6,100,0.2,1,1,0.0
1,6,8,28.7,80,1008.4,100,12.7,1,0,0.0
8,8,5,24.7,97,1008.5,100,1.6,1,1,0.0
2,11,10,28.0,65,1011.6,100,4.4,1,0,0.0
1,5,6,25.8,90,1009.4,99,12.2,1,0,0.0
6,3,17,32.1,48,1008.0,16,13.0,0,0,0.1
8,10,16,25.5,91,1008.6,100,8.9,1,0,2.3
4,7,13,31.0,69,1004.1,100,17.1,1,0,0.1
4,8,14,30.1,71,1006.9,51,22.7,1,0,0.0
6,3,7,26.7,77,1012.9,91,13.9,0,0,0.0
5,10,22,26.2,84,1008.1,100,7.5,1,1,0.0
4,4,7,28.8,75,1009.5,99,8.9,0,0,0.0
4,1,0,24.3,80,1012.8,25,3.2,0,1,0.0
4,5,19,30.0,72,1008.3,15,12.0,1,1,0.0
8,8,7,24.4,95,1009.5,100,8.9,1,0,0.4
2,4,14,31.9,56,1009.8,100,13.4,0,0,0.1
8,7,23,25.2,96,1009.5,100,8.7,1,1,0.7
6,3,19,30.1,55,1012.4,100,12.5,0,1,0.0
3,8,21,26.1,88,1009.6,100,8.5,1,1,0.0
1,9,21,27.3,87,1006.7,100,22.0,1,1,0.1
2,4,23,28.8,83,1008.0,100,8.1,0,1,0.0
8,6,6,24.5,95,1008.9,93,7.7,1,0,0.0
4,4,16,34.0,48,1008.5,11,19.4,0,0,0.0
7,11,5,24.6,94,1008.9,49,4.6,1,1,0.0
7,2,14,32.6,50,1010.2,100,5.7,0,0,0.1
6,6,10,31.6,67,1008.6,100,5.4,1,0,0.1
6,11,1,24.2,67,1010.5,100,8.7,1,1,0.0
6,12,7,24.4,94,1013.4,100,3.1,0,0,0.0
2,10,0,24.5,97,1009.2,89,7.9,1,1,0.0
5,7,2,25.4,91,1005.3,100,14.5,1,1,0.0
2,8,5,25.8,90,1009.5,100,1.4,1,1,0.0
6,4,2,27.7,74,1009.6,97,3.9,0,1,0.0
4,9,13,32.5,57,1007.6,70,12.8,1,0,0.1
4,4,4,26.9,81,1007.8,95,5.6,0,1,0.0
1,9,5,26.8,88,1006.0,100,21.0,1,1,0.0
5,7,13,27.9,84,1006.4,84,10.0,1,0,3.0
2,2,11,29.7,61,1011.7,0,4.7,0,0,0.0
3,2,3,24.2,94,1012.4,100,1.1,0,1,0.0
5,1,3,24.1,79,1013.9,99,8.4,0,1,0.0
5,5,12,31.8,67,1006.8,88,6.6,1,0,0.1
7,1,14,31.0,56,1009.3,45,4.6,0,0,0.0
1,5,23,29.3,79,1011.3,100,16.2,1,1,0.0
1,9,12,28.8,76,1010.3,30,16.9,1,0,0.1
1,6,23,29.1,82,1010.7,12,11.5,1,1,0.0
7,4,0,27.4,68,1010.8,98,4.7,0,1,0.0
6,7,0,25.6,96,1006.7,100,7.7,1,1,0.0
2,5,19,28.1,79,1007.4,13,7.1,1,1,0.0
2,3,3,25.1,95,1011.1,21,2.2,0,1,0.0
4,5,8,28.1,87,1011.4,40,5.9,1,0,0.0
5,5,20,28.7,84,1009.5,100,4.1,1,1,0.0
6,9,18,26.4,88,1006.9,100,9.5,1,1,0.1
5,8,7,26.0,92,1009.6,51,6.0,1,0,0.0
6,9,1,25.0,94,1006.2,97,10.5,1,1,0.0
5,8,19,28.4,83,1009.6,36,9.8,1,1,0.0
3,7,6,24.1,97,1007.9,100,6.6,1,0,0.0
6,7,9,29.5,76,1006.7,100,19.0,1,0,0.1
1,4,15,31.0,69,1008.6,38,28.5,0,0,0.0
5,7,22,25.6,94,1009.3,100,9.0,1,1,0.0
6,5,16,29.2,80,1004.4,100,6.5,1,0,3.7
6,8,6,24.1,98,1008.3,7,3.9,1,0,0.0
2,4,18,29.2,70,1007.2,2,12.0,0,1,0.0
1,5,1,28.2,80,1009.4,79,18.3,1,1,0.0
5,10,3,25.2,96,1006.1,100,4.2,1,1,0.0
6,4,5,27.2,92,1007.0,4,3.6,0,1,0.0
1,7,4,26.5,91,1007.5,12,13.4,1,1,0.0
1,1,9,27.0,73,1016.3,99,19.1,0,0,0.0
2,8,19,27.0,92,1008.5,9,4.4,1,1,0.0
1,10,14,31.4,66,1004.2,100,5.9,1,0,0.0
6,6,1,27.0,90,1006.2,100,3.8,1,1,0.2
5,7,6,24.7,95,1006.2,100,11.2,1,0,1.1
1,8,6,26.4,88,1008.3,100,12.0,1,0,0.0
6,4,4,26.9,78,1009.7,27,10.5,0,1,0.0
6,12,3,21.1,83,1010.4,100,5.6,0,1,0.0
8,9,19,25.8,96,1007.9,100,1.0,1,1,0.6
2,2,1,22.8,88,1010.6,2,2.7,0,1,0.0
2,11,4,25.5,96,1008.2,15,8.8,1,1,0.0
7,8,21,28.4,78,1011.2,100,10.2,1,1,0.0
8,11,0,25.8,97,1010.0,100,3.1,1,1,0.0
4,6,13,34.0,58,1007.9,100,3.6,1,0,0.0
4,5,23,27.4,90,1009.1,100,6.9,1,1,0.0
8,11,5,23.2,98,1009.2,100,4.2,1,1,0.0
7,8,19,25.0,96,1006.8,100,1.5,1,1,0.2
3,11,10,27.6,63,1012.6,100,7.8,1,0,0.0
8,5,14,29.5,75,1006.2,100,9.4,1,0,0.5
3,6,23,28.0,81,1011.1,100,5.9,1,1,0.0
4,3,8,26.2,74,1012.5,31,10.3,0,0,0.0
8,3,22,27.1,82,1011.4,10,4.6,0,1,0.0
4,3,21,26.5,82,1013.2,4,14.3,0,1,0.0
2,1,19,26.7,71,1010.9,99,9.9,0,1,0.0
1,10,0,24.5,98,1011.1,99,5.6,1,1,0.0
7,12,13,31.2,59,1007.4,100,6.0,0,0,0.0
2,8,7,26.0,90,1009.3,100,8.9,1,0,0.0
4,12,4,24.3,98,1008.5,93,2.5,0,1,0.0
6,6,7,26.1,93,1006.4,100,10.8,1,0,0.0
6,4,10,31.4,56,1013.7,99,10.0,0,0,0.0
1,1,23,24.8,82,1012.8,100,11.5,0,1,0.0
5,1,18,27.7,71,1008.7,4,3.7,0,1,0.0
3,9,17,27.4,86,1000.8,100,15.5,1,0,0.0
6,6,22,26.4,94,1009.1,100,1.0,1,1,0.2
1,11,3,26.1,94,1008.2,99,8.5,1,1,0.0
2,10,4,24.4,97,1010.4,17,2.7,1,1,0.0
6,12,18,25.8,82,1006.9,100,12.2,0,1,0.5
5,2,2,24.6,80,1014.0,99,7.7,0,1,0.0
3,2,18,28.3,73,1012.6,100,3.4,0,1,0.0
2,4,4,25.6,96,1007.5,100,3.5,0,1,0.0
3,8,8,27.9,83,1012.4,100,7.1,1,0,0.2
6,6,14,31.5,71,1007.2,100,3.3,1,0,0.6
4,9,2,25.1,96,1008.4,100,9.5,1,1,0.9
1,2,3,22.9,90,1009.4,7,10.3,0,1,0.0
8,1,10,27.0,57,1013.4,77,12.6,0,0,0.0
1,8,21,28.7,86,1007.5,91,11.9,1,1,0.0
2,8,19,26.7,91,1008.8,92,2.6,1,1,0.0
2,6,20,25.7,93,1007.0,98,6.4,1,1,0.0
4,3,13,35.1,40,1009.8,92,5.3,0,0,0.0
8,9,2,24.9,96,1007.0,100,3.7,1,1,0.1
5,10,1,25.9,93,1010.3,100,1.3,1,1,0.0
6,8,22,26.1,90,1009.2,100,8.0,1,1,0.0
6,10,3,24.4,98,1009.1,45,4.3,1,1,0.1
8,10,21,25.3,97,1010.0,100,2.9,1,1,0.0
7,3,20,28.0,69,1011.5,9,11.2,0,1,0.0
7,10,14,32.0,64,1008.8,88,6.9,1,0,0.1
4,2,15,33.4,45,1009.3,60,17.6,0,0,0.0
2,5,4,25.1,98,1005.5,100,3.3,1,1,1.3
5,7,20,26.3,90,1008.5,100,9.0,1,1,0.5
2,5,10,31.5,73,1009.5,100,6.6,1,0,0.0
1,10,0,25.5,94,1010.1,100,10.8,1,1,0.0
4,8,3,24.9,94,1006.9,15,6.0,1,1,0.0
7,12,20,27.1,85,1008.2,100,10.2,0,1,0.0
5,3,9,29.4,62,1015.0,100,13.2,0,0,0.0
4,4,17,32.9,45,1006.8,16,19.5,0,0,0.0
1,6,12,29.5,75,1010.3,93,10.4,1,0,0.0
1,4,15,28.8,72,1009.8,36,22.3,0,0,0.0
3,4,15,32.5,53,1007.7,100,13.6,0,0,0.2
5,10,17,27.6,80,1009.1,66,5.3,1,0,0.1
5,8,11,31.9,68,1008.8,35,10.6,1,0,0.0
2,9,1,24.7,99,1007.3,100,3.9,1,1,0.2
4,9,1,24.9,97,1007.9,96,4.7,1,1,0.0
7,6,19,27.0,89,1008.4,100,4.1,1,1,0.0
5,7,17,27.2,85,1008.1,99,7.3,1,0,0.3
7,10,0,23.6,97,1009.4,28,5.7,1,1,0.0
4,8,6,24.5,94,1008.7,100,6.1,1,0,0.2
1,6,8,29.2,82,1011.0,100,15.6,1,0,0.3
1,8,23,27.2,86,1010.4,100,12.0,1,1,0.0
6,3,2,25.5,92,1008.5,93,8.7,0,1,0.0
5,10,8,26.5,86,1011.6,100,8.1,1,0,0.0
2,3,5,25.8,91,1010.8,20,10.8,0,1,0.0
8,2,16,31.4,55,1012.1,97,5.2,0,0,0.0
6,5,2,28.5,80,1008.9,1,14.5,1,1,0.0
2,8,13,29.3,72,1006.4,100,21.6,1,0,0.7
3,9,10,31.2,74,1007.9,99,10.8,1,0,0.2
5,10,8,27.7,87,1011.4,85,2.1,1,0,0.0
3,11,2,24.8,96,1007.8,23,4.0,1,1,0.0
5,8,0,24.1,95,1010.9,100,8.1,1,1,0.1
7,7,23,25.9,92,1008.9,78,4.9,1,1,0.1
8,5,5,26.1,92,1008.2,100,5.6,1,1,0.0
5,4,4,24.1,87,1010.0,91,4.8,0,1,0.0
8,9,0,26.1,95,1009.5,100,0.6,1,1,0.4
1,8,17,27.4,83,1007.7,100,18.9,1,0,0.1
8,2,1,24.7,89,1015.2,100,3.8,0,1,0.0
2,5,17,28.1,80,1005.8,100,4.9,1,0,0.1
5,2,18,28.6,68,1009.9,85,8.2,0,1,0.7
2,8,14,31.7,64,1006.9,100,12.1,1,0,0.1
8,5,15,28.0,87,1005.0,100,9.3,1,0,7.3
4,10,2,24.2,96,1006.3,99,5.2,1,1,0.0
5,1,11,29.7,60,1012.8,28,2.3,0,0,0.0
3,5,3,25.2,98,1006.9,100,4.4,1,1,0.1
4,2,0,25.6,81,1011.8,100,6.5,0,1,0.0
1,6,11,30.6,71,1007.3,100,17.1,1,0,0.0
5,7,14,30.7,69,1007.3,100,15.8,1,0,0.1
2,1,8,25.7,81,1014.0,100,6.2,0,0,0.1
1,6,6,27.5,94,1008.8,100,10.4,1,0,0.0
1,7,4,26.2,91,1005.8,100,20.2,1,1,0.0
7,11,22,25.6,91,1011.1,100,3.2,1,1,0.0
1,1,16,27.8,73,1008.8,97,22.9,0,0,0.0
4,7,8,27.0,84,1006.7,100,16.7,1,0,0.0
1,10,12,30.1,69,1009.5,85,4.7,1,0,0.1
3,11,20,27.6,80,1009.1,100,2.4,1,1,0.0
4,4,0,26.8,90,1010.2,100,7.8,0,1,0.0
6,10,5,23.8,98,1008.1,78,3.8,1,1,0.0
8,3,23,24.6,88,1007.3,0,10.0,0,1,0.0
2,5,0,25.4,99,1009.6,100,5.2,1,1,0.0
1,4,6,25.4,100,1011.5,54,4.9,0,0,0.0
6,3,4,25.4,88,1008.2,51,6.9,0,1,0.0
3,12,10,27.1,82,1009.6,100,4.3,0,0,0.1
8,4,13,33.2,48,1011.2,35,7.1,0,0,0.0
5,4,9,31.2,63,1013.2,64,13.4,0,0,0.0
8,5,13,31.6,70,1007.7,100,14.7,1,0,2.6
2,10,16,28.7,76,1007.8,96,10.2,1,0,0.0
1,3,18,27.2,80,1008.3,2,14.7,0,1,0.0
8,5,19,25.4,97,1009.1,100,5.8,1,1,1.2
1,1,5,22.8,90,1011.2,100,7.1,0,1,0.0
2,4,5,26.9,97,1009.1,100,3.7,0,1,0.0
5,6,0,26.2,96,1010.1,100,4.3,1,1,0.0
4,3,18,28.4,71,1007.4,14,20.9,0,1,0.0
6,2,23,25.6,85,1013.0,69,12.3,0,1,0.0
2,4,23,26.0,95,1010.4,0,7.1,0,1,0.0
8,7,20,24.8,93,1006.0,98,9.0,1,1,0.0
3,9,10,30.5,73,1006.2,22,19.1,1,0,0.1
7,9,21,25.3,95,1008.9,100,3.3,1,1,0.5
7,5,5,25.4,96,1007.7,100,0.7,1,1,0.8
2,6,8,30.3,79,1010.7,100,6.4,1,0,0.0
7,1,8,25.6,78,1015.8,14,5.7,0,0,0.0
2,1,9,27.8,65,1013.9,70,4.9,0,0,0.0
2,12,11,25.4,98,1012.0,100,3.1,0,0,0.7
6,1,17,31.8,38,1012.5,100,9.2,0,0,0.0
7,7,23,26.0,88,1008.8,75,6.9,1,1,0.0
1,7,18,28.4,81,1003.8,99,3.1,1,1,0.0
3,6,17,25.6,96,1004.8,100,12.5,1,0,0.8
5,6,2,26.7,93,1009.8,97,6.0,1,1,0.0
3,6,23,26.0,97,1009.3,98,6.4,1,1,0.0
4,7,3,26.2,91,1006.9,100,1.1,1,1,0.4
5,8,14,30.9,72,1008.1,95,7.6,1,0,0.2
2,9,6,25.1,97,1009.2,4,1.3,1,0,0.0
7,8,9,29.6,78,1009.8,18,9.3,1,0,0.0
3,11,11,31.5,57,1010.1,19,7.1,1,0,0.0
3,3,6,24.7,71,1011.6,0,9.9,0,0,0.0
5,3,11,30.9,60,1011.9,15,2.5,0,0,0.0
3,1,21,25.2,72,1012.9,98,8.8,0,1,0.0
4,6,2,26.0,95,1008.5,97,4.1,1,1,0.0
1,8,2,26.0,93,1007.1,100,17.5,1,1,0.2
4,9,16,28.0,84,1004.4,100,17.9,1,0,0.2
7,12,23,24.3,87,1011.0,100,7.9,0,1,0.0
5,3,13,33.6,47,1009.4,12,3.6,0,0,0.0
5,2,13,36.0,33,1009.9,54,13.4,0,0,0.0
4,3,14,34.8,38,1010.2,28,3.6,0,0,0.0
6,1,7,22.3,85,1010.4,99,6.2,0,0,0.0
8,1,17,31.2,47,1012.0,99,2.5,0,0,0.0
5,4,6,24.2,92,1012.2,15,5.4,0,0,0.0
2,10,12,30.0,71,1010.4,98,10.5,1,0,4.7
7,12,11,29.2,59,1011.8,100,17.2,0,0,0.0
6,9,11,31.0,69,1005.5,84,21.0,1,0,0.1
5,8,1,25.4,94,1008.8,100,3.1,1,1,0.0
1,8,12,30.2,70,1010.1,5,9.8,1,0,0.0
5,10,8,28.2,85,1008.2,100,6.9,1,0,0.0
4,7,22,25.2,93,1007.1,100,7.8,1,1,0.1
4,7,11,30.9,72,1008.5,100,14.3,1,0,0.1
7,10,7,25.8,93,1008.6,100,5.6,1,0,0.1
2,4,9,30.6,70,1012.2,22,5.2,0,0,0.0
2,6,14,30.6,73,1006.6,28,7.9,1,0,0.1
5,8,3,25.8,91,1009.1,13,5.2,1,1,0.0
5,10,2,25.6,95,1009.9,100,3.0,1,1,0.0
5,1,6,22.4,69,1010.2,1,3.1,0,0,0.0
5,1,20,27.5,71,1012.9,100,9.7,0,1,0.0
1,5,4,27.2,94,1007.3,100,7.1,1,1,0.0
6,9,5,24.3,94,1008.0,93,3.5,1,1,0.0
5,7,2,25.4,94,1007.4,100,5.0,1,1,0.0
8,9,18,25.2,94,1006.9,100,5.2,1,1,0.1
8,8,10,24.7,96,1012.4,100,7.2,1,0,1.5
5,6,1,25.3,96,1009.6,100,6.0,1,1,0.0
6,8,10,28.7,76,1009.0,100,14.2,1,0,0.0
1,5,1,29.1,81,1007.9,1,6.2,1,1,0.0
7,3,3,25.4,74,1009.2,98,7.0,0,1,0.0
2,5,11,32.9,68,1008.4,100,4.7,1,0,0.0
4,8,9,26.3,85,1011.2,100,9.3,1,0,1.0
6,5,0,24.7,95,1009.4,100,11.8,1,1,0.4
2,8,15,27.1,92,1007.0,95,3.7,1,0,0.1
2,5,15,31.6,70,1007.0,100,11.3,1,0,0.0
8,10,22,24.9,96,1012.5,100,6.2,1,1,0.4
3,9,2,24.3,99,1008.1,100,1.9,1,1,0.1
1,10,19,27.5,84,1009.1,100,16.0,1,1,0.0
7,9,10,30.2,71,1008.7,95,15.3,1,0,0.0
5,3,2,26.1,78,1011.7,100,9.8,0,1,0.0
6,11,2,25.4,77,1009.0,99,8.9,1,1,0.0
5,7,7,24.8,94,1009.0,100,3.4,1,0,3.1
6,2,12,33.5,37,1012.3,71,10.2,0,0,0.0
3,4,8,31.2,71,1009.1,100,6.7,0,0,0.0
3,9,10,30.4,72,1008.1,100,14.4,1,0,0.1
7,7,13,30.8,69,1008.2,100,11.3,1,0,0.0
8,2,2,24.0,84,1011.5,100,5.2,0,1,0.0
7,8,6,24.0,96,1007.8,100,2.3,1,0,0.0
7,1,21,24.9,67,1013.5,68,12.2,0,1,0.0
8,2,0,24.7,89,1013.3,4,8.7,0,1,0.0
5,2,15,30.4,68,1009.0,22,0.4,0,0,0.0
6,7,4,24.5,95,1007.0,95,6.3,1,1,0.0
8,4,6,24.8,96,1008.5,95,4.4,0,0,0.5
7,3,9,29.0,63,1013.0,98,7.8,0,0,0.0
8,7,12,29.1,77,1007.3,100,14.4,1,0,4.0
3,7,14,29.7,77,1007.5,100,13.7,1,0,0.1
4,5,3,25.9,96,1007.3,100,3.6,1,1,0.2
1,6,14,29.0,77,1007.9,97,23.9,1,0,0.4
8,9,16,28.3,85,1006.8,98,9.2,1,0,0.1
3,5,5,24.8,99,1007.7,96,0.7,1,1,0.0
6,6,17,32.0,64,1007.0,100,4.2,1,0,0.7
3,12,6,24.0,77,1008.0,100,9.1,0,0,0.0
6,4,20,29.6,73,1010.5,100,12.8,0,1,0.0
6,12,20,25.9,75,1012.6,100,8.5,0,1,0.0
8,12,4,23.5,99,1008.6,97,2.3,0,1,0.0
5,1,19,28.1,72,1010.6,86,15.0,0,1,0.0
8,10,14,31.7,66,1008.0,100,5.0,1,0,0.1
5,9,8,27.1,84,1009.8,100,7.1,1,0,0.0
1,11,18,27.0,80,1010.5,100,20.4,1,1,0.1
5,3,16,32.6,48,1004.6,1,13.8,0,0,0.0
3,7,20,25.0,94,1006.2,100,5.7,1,1,0.7
6,1,6,22.8,82,1014.6,54,3.7,0,0,0.0
8,3,17,31.4,49,1005.3,7,6.8,0,0,0.0
8,5,4,27.7,83,1009.3,78,8.0,1,1,0.0
6,10,20,26.1,89,1011.6,100,8.2,1,1,0.0
2,11,15,28.8,83,1007.8,47,1.5,1,0,0.9
2,3,16,31.0,56,1007.7,4,20.4,0,0,0.0
4,2,4,23.7,75,1014.7,0,9.2,0,1,0.0
8,11,14,31.5,60,1007.4,36,5.4,1,0,0.0
8,9,17,26.0,92,1005.5,100,5.1,1,0,2.4
3,1,4,22.9,87,1008.9,59,4.2,0,1,0.0
4,6,1,25.4,94,1008.1,100,9.5,1,1,1.1
6,2,14,32.2,52,1010.9,65,10.2,0,0,0.1
6,5,18,26.3,90,1006.7,99,9.4,1,1,2.8
7,8,15,29.2,72,1006.5,55,20.8,1,0,0.7
4,6,21,25.9,90,1010.4,100,5.7,1,1,0.9
4,11,23,26.2,88,1010.1,100,0.2,1,1,0.0
6,4,11,33.9,51,1011.9,100,13.1,0,0,0.1
8,8,16,32.6,59,1006.1,81,6.8,1,0,0.0
5,1,10,29.6,62,1013.2,100,4.2,0,0,0.0
7,7,12,27.7,83,1008.5,99,9.2,1,0,2.7
1,7,15,27.0,86,1004.2,100,21.6,1,0,0.4
7,8,8,28.3,82,1010.5,99,4.7,1,0,0.0
5,8,6,24.1,95,1009.3,94,4.0,1,0,0.3
4,9,15,29.8,74,1005.0,97,10.1,1,0,0.2
8,11,0,23.5,97,1011.4,100,4.3,1,1,0.0
4,8,1,26.3,91,1008.7,37,6.1,1,1,0.0
6,4,6,25.8,87,1008.7,99,5.8,0,0,0.0
6,7,10,27.6,82,1008.9,100,12.1,1,0,0.0
6,4,21,29.2,67,1010.7,37,15.3,0,1,0.0
1,10,11,29.4,70,1010.3,20,3.2,1,0,0.0
4,2,8,24.3,81,1012.9,54,4.7,0,0,0.0
1,3,5,24.7,85,1009.9,100,17.1,0,1,0.0
8,3,18,30.7,53,1011.5,98,2.4,0,1,0.0
7,5,5,27.3,88,1008.4,17,6.9,1,1,0.0
5,11,18,30.2,54,1009.4,97,11.5,1,1,0.0
1,2,14,29.4,55,1008.5,10,22.1,0,0,0.0
3,8,10,30.2,70,1011.2,100,1.9,1,0,0.1
3,2,23,24.2,85,1010.5,9,10.3,0,1,0.0
8,5,4,24.2,99,1009.1,84,3.2,1,1,0.0
8,1,3,23.3,88,1010.2,8,5.5,0,1,0.0
1,11,17,29.0,77,1008.2,1,20.1,1,0,0.0
7,7,19,24.9,95,1007.0,92,0.6,1,1,0.1
4,9,4,24.0,96,1008.5,100,3.6,1,1,0.0
8,12,4,22.0,81,1009.8,88,9.4,0,1,0.0
8,2,2,23.5,98,1011.0,84,2.3,0,1,0.7
7,6,8,26.7,84,1008.8,100,4.6,1,0,0.0
7,1,3,20.9,68,1013.8,51,11.9,0,1,0.0
7,9,6,24.1,100,1010.4,100,0.3,1,0,0.0
7,4,5,26.7,93,1008.1,19,5.5,0,1,0.0
7,10,10,30.0,72,1011.5,19,2.7,1,0,0.1
6,8,3,26.2,90,1008.6,65,2.7,1,1,0.0
2,9,1,26.1,93,1006.8,100,5.6,1,1,0.0
7,1,18,28.5,67,1009.4,25,3.4,0,1,0.0
4,11,20,27.9,81,1009.7,10,8.3,1,1,0.1
3,9,5,25.5,92,1006.8,100,16.1,1,1,0.0
6,4,7,24.4,86,1012.7,4,7.3,0,0,0.0
6,8,0,25.2,97,1010.0,100,3.8,1,1,0.0
6,4,14,36.6,42,1007.1,18,7.8,0,0,0.0
8,6,22,27.7,85,1010.6,63,5.8,1,1,0.0
1,4,20,29.2,77,1009.7,99,11.2,0,1,0.0
6,3,14,36.6,33,1006.1,95,10.0,0,0,0.0
1,6,5,27.7,85,1006.1,100,16.3,1,1,1.5
7,2,21,25.8,82,1015.2,0,11.6,0,1,0.0
3,10,20,25.2,95,1012.2,100,7.9,1,1,3.9
2,8,20,28.3,84,1009.5,98,7.2,1,1,0.0
2,9,10,30.7,76,1010.9,77,4.9,1,0,0.1
3,2,4,24.9,86,1011.7,1,12.1,0,1,0.0
2,9,18,24.6,98,1009.5,97,2.8,1,1,0.4
3,6,3,25.3,98,1008.3,74,5.4,1,1,0.0
5,7,15,27.1,88,1007.0,100,13.0,1,0,2.9
4,7,5,25.1,89,1006.0,87,6.9,1,1,0.0
1,11,0,26.4,98,1009.1,57,3.8,1,1,0.1
7,7,21,26.1,93,1008.8,100,5.4,1,1,0.0
6,5,23,27.6,92,1010.8,100,4.0,1,1,0.0
6,4,4,27.3,84,1008.6,73,9.7,0,1,0.0
4,3,16,29.5,66,1008.6,62,7.6,0,0,1.6
1,3,5,25.7,93,1008.9,74,6.1,0,1,0.0
7,3,9,28.4,74,1010.6,90,4.3,0,0,0.0
4,2,4,24.1,94,1011.7,1,8.7,0,1,0.0
8,7,10,29.1,81,1006.9,100,20.4,1,0,0.1
3,5,19,25.2,96,1008.3,100,5.8,1,1,0.3
3,6,2,24.7,99,1008.7,100,3.6,1,1,0.0
3,4,5,27.3,90,1008.0,31,4.1,0,1,0.0
3,6,22,25.3,98,1009.9,100,2.6,1,1,0.0
7,10,13,30.9,67,1008.6,69,8.0,1,0,0.0
6,1,15,32.1,29,1011.3,100,0.9,0,0,0.0
6,12,7,23.9,87,1012.9,100,5.3,0,0,0.0
4,7,21,25.3,92,1006.7,100,7.5,1,1,0.3
7,10,13,32.2,62,1007.5,100,5.6,1,0,0.1
2,7,18,24.8,99,1007.9,100,6.5,1,1,2.6
5,8,4,23.7,98,1007.6,100,6.9,1,1,0.5
4,1,19,27.6,70,1008.1,5,3.5,0,1,0.0
2,9,8,27.9,83,1009.1,82,15.5,1,0,0.0
7,2,12,31.7,53,1012.6,99,4.6,0,0,0.0
7,6,9,29.1,80,1009.0,96,2.3,1,0,0.0
6,2,20,27.7,67,1012.3,0,17.1,0,1,0.0
4,6,3,25.1,93,1007.5,100,6.8,1,1,0.0
4,11,20,26.0,91,1011.2,99,6.2,1,1,0.0
6,9,8,27.7,81,1005.4,100,16.7,1,0,0.0
6,2,3,23.6,79,1011.1,94,7.4,0,1,0.0
7,3,11,31.0,64,1010.8,100,2.6,0,0,0.0
2,6,16,27.4,89,1007.7,100,6.0,1,0,0.1
3,4,3,26.3,85,1008.9,4,1.4,0,1,0.0
4,7,2,25.9,88,1005.7,100,7.5,1,1,0.0
6,6,1,26.2,92,1008.3,100,7.8,1,1,0.0
7,6,23,25.8,91,1012.4,100,5.1,1,1,0.0
6,7,11,26.2,90,1009.8,94,10.5,1,0,6.0
8,10,20,25.4,97,1008.8,100,4.0,1,1,0.2
5,9,20,26.2,93,1008.7,100,4.6,1,1,0.0
6,5,0,26.8,91,1010.4,100,1.6,1,1,0.1
3,5,0,26.1,94,1008.8,100,1.9,1,1,0.0
6,5,8,30.1,82,1008.2,100,9.4,1,0,0.0
8,8,6,25.4,94,1008.1,99,6.0,1,0,0.0
6,8,22,26.6,89,1012.7,98,3.1,1,1,0.0
4,5,12,30.7,69,1008.2,100,18.7,1,0,2.9
3,6,2,26.0,96,1007.1,99,8.1,1,1,0.1
3,5,2,27.0,91,1009.9,13,4.6,1,1,0.0
8,3,11,31.5,59,1010.4,8,8.3,0,0,0.0
5,8,12,32.1,62,1007.8,75,6.7,1,0,0.0
3,12,2,23.6,99,1012.4,99,3.4,0,1,0.0
6,4,4,26.1,83,1007.8,97,5.2,0,1,0.0
4,5,5,26.1,95,1009.2,87,4.2,1,1,0.0
5,7,0,24.9,96,1008.1,100,9.0,1,1,0.4
6,9,11,30.9,64,1011.2,48,8.7,1,0,0.0
7,7,23,27.0,89,1009.4,96,0.7,1,1,0.0
8,3,23,26.8,71,1013.4,1,7.8,0,1,0.0
3,4,13,34.8,51,1008.7,20,9.0,0,0,0.0
8,4,19,30.0,66,1007.2,77,20.4,0,1,0.0
6,10,21,25.3,98,1008.0,100,9.7,1,1,7.9
1,2,0,26.5,76,1013.5,100,13.9,0,1,0.0
5,2,4,24.6,92,1013.3,42,8.2,0,1,0.0
2,8,20,26.8,94,1008.0,40,9.1,1,1,1.2
3,10,3,24.1,99,1008.9,100,8.0,1,1,0.0
3,12,22,24.4,98,1008.2,100,0.9,0,1,0.0
8,6,2,24.9,100,1007.5,100,2.5,1,1,0.0
5,1,3,21.8,89,1009.5,94,2.7,0,1,0.0
